,customer_ID,target
0,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
1,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
2,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
3,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
4,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
5,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
6,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
7,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
8,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
9,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
10,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
11,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
12,0000099d6bd597052cdcda90ffabf56573fe9d7c79be5fbac11a8ed792feb62a,0
13,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
14,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
15,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
16,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
17,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
18,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
19,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
20,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
21,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
22,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
23,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
24,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
25,00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,0
26,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
27,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
28,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
29,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
30,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
31,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
32,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
33,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
34,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
35,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
36,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
37,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
38,00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,0
39,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
40,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
41,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
42,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
43,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
44,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
45,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
46,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
47,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
48,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
49,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
50,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
51,000041bdba6ecadd89a52d11886e8eaaec9325906c9723355abb5ca523658edc,0
52,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
53,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
54,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
55,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
56,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
57,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
58,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
59,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
60,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
61,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
62,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
63,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
64,00007889e4fcd2614b6cbe7f8f3d2e5c728eca32d9eb8ad51ca8b8c4a24cefed,0
65,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
66,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
67,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
68,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
69,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
70,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
71,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
72,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
73,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
74,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
75,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
76,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
77,000084e5023181993c2e1b665ac88dbb1ce9ef621ec5370150fc2f8bdca6202c,0
